sub_section	preamble	question	unit	details	field_type	choices	item_pref_label	visibility	item_order	include	mandatory	activity_pref_label	activity_order	BIDS_status	BIDS_file	BIDS_key	BIDS_key_for_unit
Measurement	This is a section where amplitude and latency measurement are described.	Did you measure amplitude and/or latency for the purposes of later statistical analysis?		Select no if you did not measure latency or amplitude for the purposes of statistical analysis in the next step. For example, you may have conducted a mass univariate analysis and you did not subject locations and time windows obtained by mass univariate approach to another statistical analysis, or you may have conducted a source analysis.	radio	preset:boolean	measure_intro	1	1	1	1	Measurement	6
Measurement		Select the types of measurements you conducted.			radio_multiple	amplitude | latency	measure_type	measure_intro == 1	2	1	1	Measurement	6		*_eeg.json	SoftwareFilters
Amplitude measurement - software		Amplitude measurement software			select	preset:meeg_analysis_softwares	amp_measure_software	measure_type.includes(0)	3	1	1	Measurement	6
Amplitude measurement - software		Specify software version if applicable, and software name and version if "other" was selected.			text		amp_measure_software_details	measure_type.includes(0)	4	1	1	Measurement	6
Amplitude measurement - waveforms		The amplitude is measured from			radio	preset:waveform	amp_measured_from	measure_type.includes(0)	5	1	1	Measurement	6
Amplitude measurement - waveforms		Which conditions were subtracted from which? Specify how difference waves were constructed.			textarea		waveform_difference_waves	amp_measured_from == 1	6	1	1	Measurement	6
Amplitude measurement - waveforms		How did you calculate your waveforms for analysis? Describe in detail sufficient to allow replication.			textarea		waveform_further_details	amp_measured_from > 1	7	1	1	Measurement	6
Amplitude measurement - measure		Select procedure which was used for amplitude measurement in this time window.			radio	preset:amplitude_measurement	amp_measure_procedure	measure_type.includes(0)	8	1	1	Measurement	6
Amplitude measurement - measure		Was the peak negative or positive?			radio	negative | positive	amp_measure_peak_positivity	amp_measure_procedure == 1	9	1	1	Measurement	6
Amplitude measurement - measure		What method did you use for peak calculation?			radio	simple peak | local peak	amp_measure_peak_method	amp_measure_procedure == 1	10	1	1	Measurement	6
Amplitude measurement - measure		Which window area measure did you use?			radio	rectified | signed | integral	window_area_measure_type	amp_measure_procedure == 2	11	1	1	Measurement	6
Amplitude measurement - measure		Describe the procedure for amplitude measurement calculation in detail sufficient for its replication.			textarea		amp_measure_details	amp_measure_procedure > 4	12	1	1	Measurement	6
Amplitude measurement - time window		How was the amplitude measurement window selected?		e.g. for a priori - mean of a window decided in advance; e.g. visual inspection of an a priori decided range or window around a peak found in an a priori decided range; e.g., for data driven - mass uni analysis of the entire epoch, visual inspecion of the entire epoch or a vaguely defined (i.e. flexible) general time range. When you are making this decision, you may want to check out papers by Kriegskorte et al. (2009, https://doi.org/10.1038/nn.2303) or Gaspelin and Luck (2018, https://doi.org/10.1111/psyp.12639) on biases in time window and channel selection.	radio	a priori | data-driven selection/identification of the time window from the entire epoch  | time window was selected/identified using data-driven methods from a broader window which was selected a priori | selection/identification of time window in two data driven steps (e.g. time window around a peak of a visually identified broader window) | other	amp_time_window_selection	measure_type.includes(0)	13	1	1	Measurement	6
Amplitude measurement - time window		Select the a priori procedure which was used for amplitude measurement in this time window.			radio	The same as in previous literature | based on previous literature, but not exact replication | theory driven novel window selection | other	amp_window_selection_a_priori	[0, 2].includes(amp_time_window_selection)	14	1	1	Measurement	6
Amplitude measurement - time window		Literature references, separated by semicolon and space			textarea		amp_literature_reference	[0, 1].includes(amp_window_selection_a_priori)	15	1	1	Measurement	6
Amplitude measurement - time window		Provide reasons for deviation or explan how the cited time windows were combined			textarea		amp_literature_similar	amp_window_selection_a_priori == 1	16	1	1	Measurement	6
Amplitude measurement - time window		Theory behind a-priori window selection (including e.g., thresholds or references if relevant)			textarea		amp_theory	amp_window_selection_a_priori == 2	17	1	1	Measurement	6
Amplitude measurement - time window		Describe your a-priori window selection process other than those listed			textarea		amp_selection_other_reasons	amp_window_selection_a_priori == 3	18	1	1	Measurement	6
Amplitude measurement - time window		Provide the start of the a priori selected time window for amplitude measurement.	ms		float		amp_measure_start_a_priori	[0, 2].includes(amp_time_window_selection)	19	1	1	Measurement	6
Amplitude measurement - time window		Provide the end of the a priori selected time window for amplitude measurement.	ms		float		amp_measure_end_a_priori	[0, 2].includes(amp_time_window_selection)	20	1	1	Measurement	6
Amplitude measurement - time window		Select the procedure which was used to identify start and end of the initial time window.		vis. inspection across all conditions also known as flattened average approach, for more details see Gaspelin and Luck or  https://doi.org/10.1371/journal.pcbi.1008286	radio	visual inspection of waveforms (separate or collapsed conditions) | visual inspection of global field potentials | significant effects on consecutive time points/short windows | time window around a peak | other	amp_window_selection_data_driven_broad	amp_time_window_selection == 3	21	1	1	Measurement	6
Amplitude measurement - time window		Which waveforms/conditions did you inspect visually to select the initial time window for this effect?			radio	all conditions separately | all conditions collapsed into one average waveform | other	amp_window_selection_data_driven_broad_visual	[0,1].includes(amp_window_selection_data_driven_broad)	22	1	1	Measurement	6
Amplitude measurement - time window		Describe which conditions or combinations of conditions you used for visual inspection.			textarea		amp_selection_data_driven_broad_visual_details	amp_window_selection_data_driven_broad_visual == 2	23	1	1	Measurement	6
Amplitude measurement - time window		How broad were the windows that were consecutively tested?	ms		integer		amp_window_length_sig_tests_broad	amp_window_selection_data_driven_broad == 2	24	1	1	Measurement	6
Amplitude measurement - time window		Did the consecutive time windows overlap?			radio	preset:boolean	amp_window_overlap_sig_tests_broad	amp_window_selection_data_driven_broad == 2	25	1	1	Measurement	6
Amplitude measurement - time window		By how many milliseconds did they overlap?	ms		integer		amp_window_overlap_length_sig_tests_broad	amp_window_selection_data_driven_broad == 2	26	1	1	Measurement	6
Amplitude measurement - time window		How many consecutive significant tests were required to identify an effect?			integer		amp_window_no_sig_tests_broad	amp_window_selection_data_driven_broad == 2	27	1	1	Measurement	6
Amplitude measurement - time window		How wide was the window around peak?	ms		float		amp_window_peakwindow_length_broad	amp_window_selection_data_driven_broad == 3	28	1	1	Measurement	6
Amplitude measurement - time window		Rationale for selecting this window length			textarea		amp_window_peakwindow_length_rationale_broad	amp_window_selection_data_driven_broad == 3	29	1	1	Measurement	6
